SUBURB,Suburb,Latitude,Longitude,Distance_to_Beach,Price,Land_Area
Tuart Hill,Tuart Hill,-31.89940592465116,115.83571528604651,6790.0,540441.8604651163,674.3488372093024
Two Rocks,Two Rocks,-31.495642229041096,115.60378817671233,1710.0,464452.05479452055,2779.986301369863
Upper Swan,Upper Swan,-31.76892750642857,116.0290247107143,13563.0,615107.1785714285,18007.25
Victoria Park,Victoria Park,-31.97661260734694,115.89588611224491,3013.0,691734.693877551,440.0408163265306
Viveash,Viveash,-31.878117891842102,115.99934175394736,1238.0,466968.75,1710.4342105263158
Waikiki,Waikiki,-32.31582934592593,115.75554309777777,1556.0,381518.51851851854,643.3407407407408
Walliston,Walliston,-31.9957903238,116.06961942,13786.0,417640.0,1548.54
Wandi,Wandi,-32.191489827532465,115.86287103766234,8235.0,528811.6883116884,3586.7922077922076
Wangara,Wangara,-31.79494028,115.8408721,9807.0,1375000.0,1320.0
Wanneroo,Wanneroo,-31.760218721900827,115.8088447231405,7415.0,526638.7107438017,1246.0495867768595
Warnbro,Warnbro,-32.33787717751773,115.75669811347518,1186.0,377907.7943262411,804.8014184397163
Warwick,Warwick,-31.838974450789472,115.80474926666666,5092.0,584821.5,726.7982456140351
Waterford,Waterford,-32.01484572404255,115.88908132340426,1383.0,1030013.0425531915,690.5212765957447
Watermans Bay,Watermans Bay,-31.849514451287128,115.75557943861385,372.0,1146244.5544554456,780.2277227722773
Wattle Grove,Wattle Grove,-32.000878493636364,115.9882199509091,9805.0,541745.6848484848,766.0545454545454
Wattleup,Wattleup,-32.16848739411765,115.81431667058824,4021.0,757156.8235294118,12730.764705882353
Wellard,Wellard,-32.26411343481482,115.83714848765432,7723.0,447592.25925925927,3421.0864197530864
Welshpool,Welshpool,-31.99353,115.91866,4944.0,465000.0,655.0
Wembley,Wembley,-31.933414848793102,115.81530987931035,4447.0,1090362.0689655172,614.0689655172414
Wembley Downs,Wembley Downs,-31.915521048737865,115.77391276019416,1734.0,1081354.6213592233,667.6407766990292
West Leederville,West Leederville,-31.93840176967742,115.83318628548388,2890.0,1232016.1290322582,421.2096774193548
West Perth,West Perth,-31.94403735142857,115.84731384285715,1722.0,665809.5238095238,881.5714285714286
West Swan,West Swan,-31.8495301596875,115.9886237375,4153.0,801812.5,11773.09375
Westminster,Westminster,-31.86749837574468,115.83899737234043,8182.0,363702.12765957444,675.0425531914893
White Gum Valley,White Gum Valley,-32.060489348313254,115.77005047349397,938.0,753542.156626506,579.5421686746988
Willagee,Willagee,-32.0516549446988,115.80389706506023,2845.0,582990.9638554216,592.6385542168674
Willetton,Willetton,-32.05521921894737,115.88884552982456,3068.0,708269.9649122807,733.9122807017544
Wilson,Wilson,-32.019859874677415,115.91128760967742,2743.0,569995.4516129033,683.7741935483871
Winthrop,Winthrop,-32.05187393819445,115.82634484861111,3332.0,935383.8611111111,752.8055555555555
Woodbridge,Woodbridge,-31.891836221573033,115.99493654831461,581.0,587277.1460674157,714.7528089887641
Woodlands,Woodlands,-31.90787477142857,115.79124580879122,3366.0,1108093.2747252746,673.9010989010989
Woodvale,Woodvale,-31.78957984772727,115.79210882727271,5536.0,646490.2045454546,679.2272727272727
Wooroloo,Wooroloo,-31.801048308064516,116.3114404483871,7844.0,411677.4193548387,24271.387096774193
Wungong,Wungong,-32.18158974944444,116.01452027222223,7872.0,670465.0,13261.222222222223
Yanchep,Yanchep,-31.54404212625,115.63809292291667,1452.0,390656.25,583.0
Yangebup,Yangebup,-32.12282663477064,115.81148382477065,4693.0,470266.0550458716,665.8073394495412
Yokine,Yokine,-31.89860067319149,115.8496110531915,6630.0,636718.085106383,539.936170212766
